loan_id,annual_income,loan_amount,credit_score,dti_ratio,employment_years,num_credit_lines,delinquency_2yrs,default
27,14460.920297656989,16663.047357583993,819.8861115117709,0.5067045752552213,2.847252280120079,3,1,1
28,49048.18271561822,10618.271744573578,598.5264731328572,0.0,6.024230106497251,7,0,0
29,22459.951032144232,2880.8487588339503,663.3729297260319,0.3647727645529193,9.959517702824078,1,0,1
30,28757.244588384598,12396.628591598792,634.0106959431865,0.11338863695459406,4.703338410727576,3,0,0
31,22440.77084025114,28031.407756531135,636.3808740108018,0.3461317238769855,0.9513373663455628,3,1,1
32,159823.05046210074,31290.508408679376,764.872660434389,0.4570730312518826,10.848764452655715,4,0,0
33,35925.48532353084,21034.69632246224,565.0430763707102,0.6108710218623654,4.276132947116594,3,1,1
34,15581.370125097976,8207.722961064599,707.3175752749045,0.2092749907344221,0.571547648692333,7,0,0
35,70125.09024094403,2254.8992849526135,728.2590485844693,0.2711442792047025,3.1166764784186656,4,0,0
36,13675.006191125185,8555.301359198835,658.6279061118545,0.3356700639386693,6.002284852700761,13,0,0
37,42919.900393919146,10158.739170616036,741.4454261589418,0.2038203347807164,2.9984275984941804,8,0,0
38,7572.389124227251,10080.558325530663,681.812147242996,0.49678395931838853,10.231585607025536,3,1,0
39,12549.688968686909,23311.46832566905,767.370393692489,0.33948581819515644,2.755585275861007,7,0,0
40,42509.760556402456,79786.43407396952,548.2235756059317,0.3682935535064069,4.378776166347612,5,0,0
41,65563.42436287261,14930.72249695864,642.0979791194504,0.4430259690161238,1.1860249834122325,0,0,0
42,41651.58178695436,10992.20198312096,664.2549485719172,0.3392432725436886,3.594236590628344,5,0,0
43,33106.382716487475,10579.784835500914,456.22340924229206,0.2273691307736202,1.2606565158722631,7,0,0
44,28541.574095692802,14942.223708535086,583.1237813137172,0.34054696425522996,1.275668800075921,12,0,0
45,11127.584645167522,6339.375973450289,604.9120596512971,0.2215727960729916,1.6418435906830284,7,1,1
46,20417.02995478337,14886.033492817087,745.856479585868,0.3661971333674729,0.22602913204954977,0,0,0
47,25121.74245019867,20044.92137608745,613.4525322948319,0.4995406581202695,0.8915060963981498,10,0,0
48,84600.69671608608,16134.537782934984,604.5536810155219,0.17375325615915022,2.761369500036921,6,0,0
49,47805.43579883072,20166.694602631203,735.3988624524953,0.12014434978368613,0.7024088745293887,3,0,1
50,8862.355585581952,19739.418377882033,540.5671483367956,0.3573874903879511,0.715800864601644,3,0,0
51,47064.16561716815,2711.5968556884645,504.3004746045142,0.2348300574884141,17.199456395421645,5,1,0
52,26687.062480597546,23698.881752135792,641.0726159944522,0.3547617911617953,2.785197475124412,5,0,0
53,21130.2808015024,7303.336948355616,554.1834585537316,0.3980605280914551,2.58533110946063,4,0,0
54,59239.33430555274,4982.787504570874,557.225656427228,0.028447065660719084,1.5580685147189999,3,0,0
55,82851.04351409052,4944.313240963184,715.8747033350386,0.4534774141487813,3.5917830142187674,8,0,0
56,76498.32279247839,19735.759048911495,740.0779070330063,0.17454972455671264,4.5325053079732704,6,0,0
57,18557.438434300308,10934.54765450555,733.10913726817,0.3466478074152965,2.708018241604424,7,0,1
58,28357.025721541115,2940.185914074376,758.7021328245786,0.25109264968423545,2.502796816883799,9,0,0
59,47335.25970702338,20542.147573175644,769.2907456011842,0.2672064477823558,6.026980477690099,5,0,0
60,79255.81795274527,3656.832747754273,499.7127832938455,0.6040936909426982,14.956381170914877,6,0,0
61,24751.976161630584,15151.263740397097,706.0329567943573,0.39789012811934915,10.51138431081348,5,0,0
62,31303.11269376789,16558.4037784922,627.6313440344353,0.4857032604430386,0.6313336041578483,4,0,0
63,14986.903830980309,29644.128965147516,610.2060603207651,0.37264120313041144,5.282200883122378,5,0,0
64,13947.209072351825,66404.24790028723,714.8331705766964,0.4430020361982431,0.0353628211224475,4,0,0
65,69565.26515719896,3911.9502222088568,531.5763616083399,0.4126067543215178,5.013217683634203,9,1,0
66,107472.6873232544,12743.46065925085,529.9113115302143,0.38816842170302385,3.1214050821328643,5,0,0
67,34282.55498443361,10418.082054106628,720.6858195265373,0.516073386374702,3.377646969334276,7,0,0
68,81050.38832362126,19739.455269925857,709.0228814008718,0.3734758180766405,4.433970432725825,5,0,0
69,48499.502543509,16221.647486954287,680.9386124697209,0.6927722858326557,6.786695817461023,4,0,1
70,21674.770130629586,9727.462808709583,599.6069276221491,0.49407973592186566,6.5366359762866,7,0,0
71,48490.175258079325,8983.888004644326,729.50637076657,0.17906889533904652,0.22749285268253594,3,1,0
72,124297.01381214564,4891.20625681622,724.4242313648381,0.32351754365255264,6.668403034344977,4,0,0
73,35289.44425896359,32502.601919208984,676.8243612037963,0.40956163992360023,8.854374803622104,5,0,0
74,126971.11830429289,20196.88701690822,575.8143166984182,0.3566745253568055,0.3530385040163654,3,0,0
75,4465.8011974342435,30515.54112842285,635.9801323416394,0.45303101284582514,1.9500256639058,5,0,0
76,70089.06038016547,10103.563649406218,737.0266942019555,0.469552505725081,7.852626542170124,4,0,0
77,38934.563407918744,7397.135267121891,776.175297824143,0.1460619521301553,3.3972748972244755,2,0,0
78,28589.48064766723,5061.997463577342,643.8770717298937,0.5421616317074742,5.935432073476765,4,0,0
79,39081.661524321054,18453.80433748451,650.026162575339,0.27547738017709333,3.4889477746013515,6,0,0
80,7405.252822992619,5240.572871306535,657.0648713579951,0.2606143241202864,19.13437823758709,4,0,0
81,30462.82874687565,70530.23499701825,691.9914407128778,0.2601316410941689,13.75946759381478,5,0,0
82,48324.311525050034,4117.995014868216,623.5146159951981,0.4712864608985874,1.65047973549879,9,1,0
83,118458.17643632503,17090.774727453332,438.46519539427334,0.3099398452778321,2.4378639084510305,3,0,0
84,23989.795355313603,54730.10685246302,765.4215201317677,0.2504672533493439,2.822415551829658,4,0,0
85,19019.21604192389,22906.609751628515,813.575115773004,0.2864061263834694,0.5502147108742471,7,0,0
86,24308.81607888773,15648.124385945692,621.008011231543,0.08079625116261846,2.588201848108422,3,0,0
87,75532.75590237188,5587.932929635898,584.667730486498,0.22367543540727697,7.454893775589167,2,0,0
88,47240.21812725662,3852.230962717173,659.0319582087823,0.16406246770203506,9.383198441170364,3,1,0
89,23770.291817336994,26716.726208998836,654.9996893016981,0.3096246004256163,10.863609933235061,5,0,0
90,54754.45129089345,51820.05506299483,749.6414861730368,0.44962899054103883,0.0733301122140059,4,0,0
91,39248.24620269763,9000.496383949821,674.3711553316031,0.433081385139984,7.774891600586605,4,0,0
92,78819.52248445261,4792.678132031038,606.5901735703053,0.5385125746319874,3.492082037779686,7,0,0
93,20709.70116738679,1462.1270126676393,564.5272439553561,0.505096372594493,1.154361360588175,7,0,0
94,27941.554901773314,5526.509162683229,739.2507347855739,0.2707104927622434,3.4532018512945664,5,0,0
95,26537.48332072904,12060.716041180434,717.96089929314,0.352860710113057,9.297851626909889,5,0,0
96,11261.98350883732,56342.86638859433,754.8447902473455,0.3451165858667872,2.8480093847240626,1,1,0
97,46022.984864822436,24485.106727244234,592.5450599423125,0.027342097591716963,23.26187535137725,4,0,0
98,44749.887858471215,17581.049434207303,817.0749519622664,0.16741106946353834,4.794467188304745,5,0,0
99,36464.36514607078,9319.761384486521,530.5044394354211,0.3249069984273331,3.364406333828256,6,0,0
100,30101.50029853283,7904.210368090923,726.7680817121184,0.3240655347288787,1.7470025337088764,7,0,0
101,11704.204396457972,47338.672353603535,517.2333786242478,0.426848758130775,0.0555628963384452,4,0,0
102,25938.502888018338,16005.131790171392,606.7734894641226,0.4195462444303772,4.715077860286206,5,1,1
103,27607.103361957146,2013.5595944002696,794.8818344358367,0.08439612468503971,4.3077764553605284,4,0,0
104,19114.035452614713,7286.760255976067,736.5091403580792,0.4277895101686295,3.636771707397139,5,0,0
105,31919.469465391063,6170.934545071402,626.3023667610255,0.37678808096806454,3.857754412123638,3,0,0
106,50173.420103791475,8171.129203778898,628.4930365742649,0.4435059772466943,9.27421112913285,2,0,0
107,164217.7747857372,22172.75571704945,678.0497688668354,0.5100298381462384,1.905349952290227,3,0,0
108,41758.664858469696,12128.3335064301,711.1312792608578,0.3285675540818042,3.9953608775334626,9,0,0
109,44624.58916166233,12466.759406073574,770.1263506146157,0.5368382355470119,5.696353136943316,7,0,0
110,34215.81583220231,43570.0752054239,633.5012796313205,0.216589931916043,1.1774657668265252,5,1,0
111,7824.248932704794,7137.979407912408,541.0571949210239,0.2081392819441672,12.939311300885192,6,0,0
112,35553.32281502852,71523.37320957668,682.5574901639008,0.41431582852033116,6.68033614511142,6,1,0
113,38108.17739796025,7301.412983326079,633.4055329993284,0.294684868204223,0.27384083520058744,4,1,1
114,260561.36795352193,14476.448651019276,565.9493036201242,0.3892448846928454,10.016355840673663,4,0,0
115,31135.72734913803,10372.535390309346,693.8135132250236,0.6489473179766737,13.287033445796405,2,0,0
116,46223.23505278972,14929.243510357164,652.9508996725768,0.4090242610255963,7.8913934195325774,7,1,0
117,35320.9158424462,19933.01727879003,694.5209765175836,0.3818254308296179,2.7775862569328424,7,0,0
118,14257.773844631332,19740.975241136035,598.4444639850255,0.2196169432022229,25.904360577703812,4,0,0
119,90604.41772573607,6783.133229571704,708.9368424260399,0.09500302900634805,0.6644345697899485,4,0,0
120,66273.56814357525,4862.834563035713,564.6321442596018,0.3391180077089734,3.8458863624375628,5,1,0
121,68379.308985377,127115.90814990687,603.7814888242733,0.5100305369912295,0.9340026867776032,6,0,0
122,17544.39906152893,8642.214132984876,650.5668615130178,0.3015592989408989,2.893281593906946,4,0,0
123,111550.80861640962,25066.590803391286,809.3454731967771,0.41021937488080534,13.11562607607663,5,1,0
124,11831.481123461035,3143.596546873931,732.7860294838795,0.5639745909077873,7.905737639472984,6,1,1
125,58074.71644379054,10387.397298485886,756.1754003414231,0.560227446984554,7.618180827163249,5,0,0
126,209476.0099162863,11914.608776003439,783.3661626674516,0.41432238314026737,2.1836474326756004,4,0,0
127,16441.61565931513,20445.816387935924,850.0,0.3755159717986014,13.611012681462675,9,0,1
128,23085.542073945264,1152.6181352717354,673.3271254046747,0.12220504264953863,2.296394175231661,5,0,0
129,39329.14366324134,15514.441080455214,783.6320738503885,0.2554708033734589,0.2039716188901433,8,0,0
130,24275.417134199844,4746.831824447757,751.0108203521553,0.307886628797289,5.077811095372078,7,0,0
131,10503.557151918994,17888.460874526376,749.6826002646021,0.22215025828487717,2.2521629204868305,6,0,0
132,38363.063200806064,5256.936506475195,811.9391694432145,0.38726798944291463,0.8345539051407082,5,0,0
133,15524.225666736877,6186.133745376066,636.4549575212419,0.6367472275229151,13.640606069190701,12,0,0
134,53043.83597285762,10443.50100623844,630.1051980850897,0.5776642388992425,5.0700626795105785,6,0,0
135,17404.091697956184,5181.777781094948,695.5812410785489,0.386581979274681,14.111390371647017,3,1,0
136,125485.75485926044,8708.187882210052,655.3840182462491,0.4669151108037243,4.37308968446537,4,0,0
137,19407.160330019167,4564.03239232473,695.4800682398538,0.2407093526965821,0.3299707515968058,11,0,0
138,28067.028040606187,2566.1104643040476,795.0199028042409,0.5696134026003202,0.15198941646648995,2,0,0
139,69620.46036588201,33394.99599349148,631.7482621834977,0.11570501060822291,11.541076313596898,4,1,0
140,13565.818289351819,4161.18919446672,645.6256829925015,0.48692422416292436,0.1974890294689271,4,0,0
141,43563.1961421719,11375.15876577839,683.9448802821262,0.42433845652996616,4.774843325171893,7,1,1
142,103333.22128210888,26307.305975785228,651.7345259179865,0.2366210919868363,1.7689370660866253,6,0,0
143,10036.797942541923,7681.347816895791,516.8795337589211,0.31868198648930934,5.818284915096127,4,1,0
144,42095.96142096037,6357.246931606891,623.5897885840849,0.17986209452659108,1.675423000191694,10,0,0
145,44707.9329332771,16376.690303226529,724.9898593790003,0.18625399282966518,0.189663001971595,1,0,0
146,67877.39196974493,36539.18189764843,785.0037400746118,0.1113418999064105,6.562218033627518,3,0,0
147,13499.92530296534,4663.941856102017,577.6305145969818,0.4651270853301067,1.8618634879052407,6,0,0
148,12627.531002954482,11671.05298379872,577.2574080615326,0.5308017454140022,4.0014233400412,5,1,0
149,55135.73056017129,2809.4804852165853,672.4187042173869,0.025728820427986077,7.433133693946159,6,0,0
150,46054.821544783605,9377.974651642528,503.95239480977307,0.6257458274227259,6.06714186877372,6,0,0
151,44373.347217297785,13777.391300457351,634.4023837610298,0.348198764504474,2.142935145663836,2,0,0
152,47913.78684683491,6190.912824531145,531.1166352358885,0.3934779807315257,6.888192838625064,8,0,0
153,21077.89674425971,8854.732577197055,779.5249039873972,0.12913807466223853,12.996943672107493,8,0,1
154,43730.58219543941,3761.5858215688654,608.4535076519676,0.5481238625247298,4.7077169729284325,0,0,0
155,45910.906336421685,14319.403007759562,802.2267349071221,0.3800375139750251,6.078642506878378,6,0,0
156,20506.94453526654,34548.68694525768,759.0817082766671,0.5208239359656949,10.046150945613459,2,1,0
157,161558.0191635084,4976.939969520176,618.2946161842067,0.5331287480971615,9.277990897388886,5,0,0
158,53054.04217605148,7628.110174917706,584.2432290523138,0.5502311634081904,2.166247682240506,4,0,0
159,14002.02445732509,21000.292009197474,654.5163400665929,0.25275788362216955,23.957858337674118,5,0,0
160,61404.77543388732,39770.53726406464,661.6282700593438,0.3188056988160193,0.14490974351003275,3,0,0
161,16651.484720213135,3484.6718881202164,697.6917555161921,0.2582446887905728,21.60280355896304,3,1,0
162,68163.71628611829,11476.924534898517,607.8765368375857,0.48426446941119244,1.4117955455344158,5,0,1
163,91754.92685855384,17237.072825327086,729.7115898817763,0.39993338440456105,2.9029962360097676,8,1,0
164,18834.66144754326,12187.294436730317,691.226244399992,0.5103717296019856,10.757426934345979,5,0,0
165,78487.9903893201,1437.8254395955053,642.7683874627309,0.5169108204585848,1.4007448451365234,1,0,1
166,50525.060593525784,20972.786772741372,613.0367475665581,0.09091107635916379,1.2730526407094884,2,0,0
167,70097.90088503026,52438.83469671849,655.2092013521051,0.5526155195830809,5.151620998042939,3,0,0
168,165617.20096871658,14838.724695275801,604.6478998537945,0.49262914366485755,6.111541477084522,4,0,0
169,29842.520180356118,5281.706641525404,674.675095590687,0.29461626752217535,0.03749364764035046,7,0,0
170,19870.88886395766,8418.487659955317,676.8350948175928,0.4024689149794443,2.9932251444830307,4,0,0
171,17825.556345061523,65704.43860654521,690.9365826781071,0.33144956426259436,3.3579948773833515,4,0,0
172,18908.21517642974,30301.917907590978,811.2993927737483,0.44240835179467636,1.5861394119793797,6,0,1
173,34143.19688681622,23766.301585226847,659.4044224240342,0.29429054289426854,3.9494988616200146,7,0,0
174,47711.206188129276,18412.247095187005,750.3678293699586,0.42183908617536614,0.8395945078831492,6,0,0
175,45313.15376743898,7368.552776147765,688.3669917580561,0.36009579569890277,1.9548961977415593,6,0,0
176,70385.78465401354,11153.246912478642,650.9404558481236,0.2851709144757042,6.2455348861215985,8,0,0
177,36695.21020875951,12454.901732842143,660.4672584039013,0.3785204367353088,10.34890330789635,3,0,0
178,116172.01524383313,21908.213353288385,665.293887266556,0.7559704360233136,4.450422688988054,7,0,0
179,29386.02597646393,51949.480934445215,692.3814166182573,0.24716950552614772,0.3889674500703273,5,0,0
180,320018.8992767274,36552.480291709624,593.2543387824824,0.3125084613107646,5.677613930464194,4,0,0
181,59906.1157492827,3724.0016437240824,552.7727693244026,0.24978314005504537,11.394236431145515,4,0,0
182,18293.003711205096,16343.662263121998,722.343791477942,0.26551754217086243,3.5090635199253333,1,0,0
183,15417.923905140671,25928.214317318845,741.8499066065008,0.4723661530078037,3.403050161366594,4,0,0
184,53422.0003776968,23317.846652870277,729.6508666242242,0.4573823689454102,23.787866648733388,6,0,1
185,30370.583525660368,7583.192870373433,682.3977614845178,0.3491204745018035,5.057099219119357,9,0,0
186,64292.637110172596,184001.33540332012,731.377970196263,0.5039444877903667,8.200230543388683,5,0,0
187,53028.781889842205,4232.820750557397,727.0743220813714,0.4690164943241465,5.199266823054164,2,0,1
188,34260.106137520765,5039.8439485690415,733.0103487163964,0.3256498720960678,1.2481800302958774,4,0,0
189,18445.30278665013,16485.484956756856,601.2367342926309,0.1199202887308691,1.6709215675463391,5,0,0
190,10808.868356208312,89780.47019090132,582.2438562276295,0.47446745119235034,5.478668559975204,7,0,0
191,25407.20408906853,6294.456688701198,638.9144602598184,0.3754496931502962,3.0446839724193966,3,0,0
192,72050.24742236626,10517.065167716288,668.6092712365876,0.3533335195550888,2.590491614369979,2,0,0
193,43099.858598283114,35226.86588058308,650.6463098294169,0.28009279699854267,0.11353917889779416,6,0,0
194,13405.34754736578,13146.673773133154,519.86477349297,0.46169734236744736,10.7867588774078,4,0,0
195,41712.02521523124,9885.81846560069,807.7354089708114,0.40227443786427514,10.792328067955697,6,0,0
196,49427.088534285656,22227.145956592645,648.0763208891411,0.3144757935796555,3.0899306878438173,7,0,0
197,17906.410407447667,17073.215871273813,683.8163533261563,0.16618181791716324,6.032199368965104,5,0,0
198,41067.81832943303,33772.2556983618,769.5639192610447,0.5101893652820114,0.9789757187916139,8,0,0
199,38046.598918329255,42715.70798875761,482.4022184383036,0.44073578347338155,3.503992129979177,1,0,0
200,14554.038027155226,17611.418586916254,629.0644902470631,0.3883104349918393,2.888974523148377,2,0,0
201,48350.40553235461,17371.035171769032,639.0306181136157,0.0,5.344494251309259,6,0,0
202,56875.93644556017,16198.920513927464,643.0951963639484,0.344315861432591,3.171051922370628,2,0,0
203,86373.91457281294,20748.256561251383,656.1210727428838,0.31381944447865046,3.4501031931393804,5,0,1
204,84376.28364486886,14039.83006795178,785.7707838755875,0.2572256472418489,1.752842822356634,7,1,0
205,12062.593605207414,13352.412590762144,723.8767100581778,0.46313529178464263,0.24817423766905,5,0,0
206,17149.76874193514,39220.87496851155,746.6428214903063,0.45722900512509157,12.446125344805301,2,0,0
207,54831.943504017014,52287.07890792664,673.7696217448739,0.41552370757885815,0.061535227336322045,7,0,0
208,54777.16892841607,3439.91606317498,558.0501563083599,0.5056836372151614,1.6517262250675646,4,1,1
209,54832.48827732034,13480.763691943055,503.62423718831946,0.1966552228949236,2.9675118822705766,6,0,1
210,791895.8760531221,7188.048605390421,547.6473821414695,0.281951891484604,1.9216429886514852,4,0,0
211,57337.63013615332,10098.333408581628,698.7812563332816,0.36121883947787087,4.013893688088178,8,0,0
212,90079.91611492724,19192.30293356821,672.5415770158108,0.2566996971158127,3.095888373687439,4,1,0
213,77901.57195495287,24403.80970119249,653.1869081955194,0.4590753832555313,1.4750525388762772,6,0,1
214,61151.70365840968,12077.339422507117,640.5138474607891,0.2716698727802457,0.4606868125632693,2,0,0
215,28219.954252056592,2387.4800081007907,830.9377260354197,0.5447555006670132,0.7398051217185125,8,0,0
216,66647.67067570848,5605.250223856075,604.167712721882,0.21032608973747152,3.330774551607818,5,1,0
217,19569.74105107831,29936.977566050646,744.2255564892847,0.6697975474250926,9.35224531839819,5,0,0
218,30047.81167775507,1134.1244473169436,670.1530348816796,0.6543946033403634,0.5303532382759496,5,0,0
219,24629.720959003844,38897.467961102535,665.1248390571202,0.3357870280526983,5.653710617310022,3,0,0
220,38773.7717617822,21356.40538258545,764.1310038893396,0.5219255676388622,7.853277482499133,5,0,1
221,231359.221564277,43676.19401983898,787.0024306153156,0.2899357909237089,1.620155693312528,7,0,1
222,8153.380014182884,11173.360885457856,650.836043449213,0.5019929747347017,5.516709671928023,4,0,0
223,62881.554739577834,2089.615001913434,733.9362175393713,0.32360325028148434,5.802299283276321,3,0,1
224,9994.870626694512,19679.374318778468,699.1113089720043,0.15718401522372738,6.1514595163434125,8,0,0
225,24895.802834178503,42074.107707075855,670.5949711047932,0.0,11.073287377714507,2,0,0
226,86782.51823780344,30707.113749639917,686.3403954125621,0.3096929830894084,2.541860384967867,4,0,0
227,38231.84229402779,7358.2518627350255,614.959294812413,0.3918593763027939,1.3965139688159613,7,0,0
228,15333.636796088855,14444.730675717574,645.5120485335133,0.5495474639054325,3.924611626608645,6,0,0
229,20491.327617956158,8270.476118269286,623.5491776197834,0.35549375482270856,0.32295060293288136,6,0,1
230,62547.29059613701,6391.090449774247,742.1101373143135,0.5004365202076383,2.031734460330355,4,0,0
231,20245.882016122683,31566.436974413955,662.383910756715,0.28190876791677094,10.737536788527809,3,0,0
232,43181.47538203405,4546.990751576661,566.1828780307969,0.2994081545702832,3.797049913017188,4,1,0
233,37663.904403731125,5976.34952054831,612.1250221469529,0.5081053523792878,2.8694954641018477,5,0,1
234,21562.68863262902,4946.210119413707,414.05882838302574,0.0,1.5440785184712567,2,0,0
235,201824.79962764314,3493.9117368638135,630.4405918494281,0.35194757433543733,1.4409155544607293,5,0,0
236,60302.88452787997,15241.433136666144,673.0116052077719,0.29000579756662026,1.3499444296333407,9,0,0
237,7185.970990179794,38000.429589587926,659.1091320906421,0.5540916807278427,8.837295685991094,6,0,1
238,42157.31316980724,11311.90420182541,828.4123481225114,0.27076305575302695,21.005320735918392,2,0,0
239,21387.690563149736,3445.509195000852,715.992483273203,0.42748774543551415,3.826422452433522,5,1,1
240,71822.03972105085,28451.32711572198,712.4361482471321,0.4882275454002041,0.416002785197575,1,0,0
241,19263.80853885436,60908.716932239586,538.5384772343778,0.12611060088043843,6.9522960289912845,6,0,0
242,33130.5417307021,7467.9955461343125,640.8286356706294,0.3290944537589148,10.480067441794619,6,0,0
243,54392.94969141799,8684.552571432365,631.0669754141044,0.2852545348871093,13.384805399760902,4,0,0
244,72591.57558720198,21249.625848646854,607.1135040953594,0.4919439870244391,4.954739316536748,8,0,0
245,13901.650795807063,57508.40402180656,606.0095467589323,0.451262276121829,3.535022083103361,6,1,1
246,27789.096522622047,8367.824964547071,525.3501636846701,0.3150196954911227,4.844863298076635,6,0,1
247,24835.857406662442,4027.073438049016,567.9317436254937,0.19288879243759224,0.06517654649358237,5,0,0
248,21532.88572110687,23582.890414376372,739.9274722211959,0.5057220044030135,5.327143164922388,4,0,1
249,149098.64192466735,27423.65567822532,658.5668246405454,0.33985208351018276,6.183278825917677,4,0,1
250,50210.79732807677,13433.653670099067,629.4878065380533,0.10724351514988065,6.401216677077035,4,0,1
251,13243.906469412024,8084.307099085157,669.5670932277834,0.12014294015451141,4.139931778761872,7,0,0
252,75681.54040019543,32693.803970034394,763.391254296092,0.41564501451094643,6.02060359834706,2,0,0
253,198337.41145576554,21487.623648070094,670.3368416700629,0.15862907108517219,5.092065683965689,7,0,0
254,82948.25083705458,6690.260123393035,713.229930474483,0.628947124040542,0.6138244843387751,8,0,0
255,10769.830450154648,13963.265372588852,602.2716126089394,0.2094394573461004,11.431923622518687,4,0,0
256,24651.985939116174,3957.8776799607463,620.5096039402624,0.34994589119640857,4.8739378067156744,2,0,0
257,100060.36364942943,24767.842337436803,698.318150805094,0.3738667949240458,6.505987537160363,10,0,0
258,20616.859193265303,10551.146305541484,821.412296666969,0.24059333911447311,2.099500362950275,5,0,0
259,51795.34412840669,9025.960921717842,784.3819887611899,0.014025945413304708,12.581337476630935,3,0,0
260,67488.14573812915,12970.242360362963,716.6262455564911,0.3786342646424341,3.4919622265901844,3,0,0
261,17299.89347128177,13853.274773369154,682.1147008128574,0.23701400148466126,5.6816641081481,5,0,0
262,34626.67837193577,29894.717018079475,782.0855484501736,0.36748076414246644,15.201772042967324,2,0,0
263,2716.191863023329,22742.290280923222,733.57426584361,0.33165034216419365,12.389620121762706,4,0,0
264,16002.334341639798,11605.468043474124,486.5070382103471,0.3894936872107705,5.17535403555984,2,0,0
265,29671.59526825483,26563.711518823995,585.6855321715823,0.584280518098409,0.9060592129723812,4,0,0
266,13383.44071790117,19161.59948220091,697.0512260286346,0.2680725480909316,15.035830048880523,4,1,0
267,134044.75867792516,9100.278781292576,527.0425947559222,0.2796733018486256,20.718419038500272,6,0,0
268,11566.715482320835,11941.245056358694,598.192879619451,0.1001304045869165,0.5457088077299622,6,0,0
269,25539.06221538457,11691.290010944853,614.0148045073621,0.32072240733510576,2.991891937470375,5,0,0
270,40319.57902444933,21051.670799463245,649.5067275003333,0.4114804983912449,3.973193328959506,3,0,0
271,115038.09705834313,9601.548310072187,647.0055833419034,0.27747576836434595,0.48300353345930125,14,0,0
272,11513.899987765833,9401.567711962178,646.8703658266538,0.4124645750608236,1.05162992616378,6,1,0
273,92090.86224349435,78580.7139322552,736.024601379225,0.32337372117662133,3.8577645474328333,6,0,0
274,36614.017900761406,31124.85370678642,648.7820907639573,0.1546600643046515,16.49628901354629,4,1,0
275,16560.789123043945,6737.602321842791,639.2295894343013,0.39679776067746564,0.14101997806631866,6,0,0
276,52558.53497622963,22333.585362915375,562.0662316685186,0.3191251799652474,12.177330580451933,6,0,0
277,42584.59113842062,14861.28902445884,751.9476961588659,0.36841367321140367,11.443813817751948,6,0,0
278,22467.531426222722,19003.834579019855,616.2801988842011,0.26495751751843755,9.730803133640606,11,0,0
279,38401.11090565079,15117.483370172977,583.037573759898,0.25168962155136576,2.370467335527008,4,0,0
280,26682.12441236829,38975.1047263841,687.0472459895177,0.37361162113294477,3.37480318631778,6,0,0
281,39767.8420587783,18234.274388052345,608.644699009355,0.3154100131936798,2.584173538723734,3,0,0
282,61679.35429887514,12633.662678579323,627.9237808164564,0.6086417373753897,14.742925523128758,1,0,0
